2.4430983,3.001443,9.02665,-2.2714844,1.7651825,9.934021
-5.9226613,9.643373,0.023842208,2.772583,4.638962,18.14978
-3.3857455,-0.3291967,-4.68496,-3.2214355,9.356415,2.2207642
6.477036,1.5998087,5.499751,1.9542389,4.3781433,12.172516
-2.9306872,5.1362963,-7.4968653,-0.29382324,4.2704773,3.8849792
-3.959412,9.713998,2.2174556,4.050354,5.57576,4.0907593
-1.4983296,9.531898,3.721706,-1.3729858,4.5480347,9.185074
-5.5124936,4.1697083,-8.203414,0.11894226,-2.1243439,23.001236
3.907584,1.9955763,-0.65047497,17.396317,-0.88127136,-0.55371094
8.376224,9.417797,6.574618,-5.4431763,3.0872192,10.9509735
-7.304704,6.413421,3.8498282,4.3937225,3.2080536,5.4738007
6.32212,-0.5406631,4.196164,2.2282104,3.673462,10.113495
1.660932,-2.4170258,9.759773,2.2042847,2.4854279,7.0590515
-3.1853154,0.46409884,9.713989,-2.121933,-0.4051056,10.229538
0.56003183,-0.8007448,9.752923,-7.02E-04,-0.0952301,9.78447
0.026507767,-0.12027509,9.805863,-0.10119629,-0.1179657,9.762939
0.014709507,-0.12154876,9.805908,-0.011474609,-0.11437988,9.777298
0.018955223,-0.12073324,9.805944,0.005279541,-0.12155151,9.778488
0.011974409,-0.12055359,9.805881,-7.02E-04,-0.12992859,9.807205
0.008264855,-0.115867056,9.805974,0.004089356,-0.12634277,9.7916565
0.023764377,0.113316506,9.806517,-7.02E-04,-0.11317444,9.797638
0.008092408,-0.11261009,9.806016,-0.010269165,-0.10600281,9.762939
-9.03E-04,-0.110912405,9.806011,-0.011474609,-0.11077881,9.746185
-0.109475,-0.22785643,9.804592,-0.005493164,-0.10839844,9.816772
-1.6623408,0.82858527,9.772854,-0.00907898,-0.119155884,9.774902
-0.014991548,-0.11368781,9.806036,0.004089356,-0.12036133,9.770126
0.002232281,-0.11634475,9.805923,0.010070801,-0.10360718,9.792847
0.006094309,-0.11144387,9.806004,0.006484985,-0.12155151,9.770126
-0.002935374,-0.11509043,9.805926,-0.005493164,-0.13232422,9.795242
-0.003397433,-0.11838439,9.805949,0.012466431,NaN,9.776108
-1.0206233,-0.48504192,9.691835,-0.1765747,-0.17060852,6.141403
0.6748883,-0.12267459,9.805339,-1.6314087,-3.432022,7.32106
-1.1898483,-0.124471895,9.742689,-0.010269165,-1.6517639,13.91568
0.62981606,0.6635053,9.789462,0.026809692,-0.11437988,9.794052
0.017961398,-0.105966486,9.806085,-0.01864624,-0.14428711,9.772507
0.00751361,-0.113797575,9.805966,0.005279541,-0.11198425,9.856262
0.004774379,-0.05681067,9.806595,-0.08804321,-0.027038574,9.753372
0.033959594,-0.073719256,9.806321,0.005279541,-0.055755615,9.790451
0.025715314,-0.06693016,9.8063965,-7.02E-04,-0.04258728,9.801224
0.025205357,-0.06510479,9.806401,-0.005493164,-0.03541565,9.809601
0.01898391,-0.06545093,9.806411,0.005279541,-0.06890869,9.795242
0.011824969,-0.083229624,9.806299,-0.003097534,-0.08326721,9.773712
0.010453436,-0.07684323,9.80632,0.023223877,-0.09881592,9.776108
-1.05E-04,-0.11644389,9.8059025,-2.4676971,4.54924,2.0030212
0.26476485,9.763406,-0.7181613,0.69680786,9.674667,-0.4472351
1.1010563,9.732202,-0.50612605,1.1346893,10.787323,-2.2322845
-3.6490488,3.6039376,6.901065,-2.10878,7.446945,6.37471
-2.7955725,2.036574,9.309132,-2.6902313,1.0401611,9.466232
-1.3915154,1.141739,9.686643,-1.2820587,1.195694,9.203018
-1.4352757,1.0870315,9.636919,-1.3442688,1.1095581,10.511902
-2.0550504,6.4546275,7.010142,-3.1185455,7.2507324,7.676407
-1.2501276,2.5286865,9.566321,-1.188736,0.6585083,12.484772
-3.4643743,3.5776439,8.953861,-2.240387,3.6172333,6.6977386
4.415726,6.02064,7.627629,-1.2533417,2.2975922,13.571121
-8.093395,-1.4610268,5.0575886,-4.1833496,7.101181,10.699738
-6.273778,1.0597383,8.821971,-0.12034607,3.5418549,8.000626
