0.03264321,-0.090398334,9.806192,0.023223877,-0.06413269,9.795242
0.047141872,-0.08137691,9.806252,0.033996582,-0.09643555,9.78447
0.019126281,-0.08608748,9.806272,0.017242432,-0.08566284,9.772507
0.028802253,-0.08936507,9.805902,0.019638062,-0.12513733,9.795242
0.017750911,-0.11355151,9.80594,0.011260986,-0.12634277,9.778488
0.026546141,-0.12219459,9.805893,0.018447876,-0.119155884,9.783279
0.021396648,-0.10930731,9.806007,0.006484985,-0.13471985,9.771317
0.028211355,-0.1143381,9.805991,0.010070801,-0.12992859,9.78447
-1.1017666,0.07644342,9.796232,0.031600952,-0.116760254,9.788071
-0.004048937,-0.11768819,9.805926,0.001693726,-0.1179657,9.771317
-0.09264929,-0.12234981,9.805852,0.014846802,-0.11077881,9.747391
0.015600121,-0.11398036,9.805987,0.031600952,-0.10241699,9.776108
0.016600719,-0.11298235,9.806028,0.025619507,-0.11077881,9.750977
0.01948053,-0.11359366,9.805957,0.008865356,-0.11557007,9.783279
0.016977482,-0.115003414,9.805965,0.012466431,-0.1287384,9.76413
0.01372137,-0.116550155,9.805997,0.028015137,-0.12036133,9.773712
0.012602045,-0.113153294,9.806009,0.006484985,-0.12634277,9.740204
-1.8342754,1.7222373,-4.8484983,-8.837402,-2.0968323,6.66185
2.600906,7.55877,8.565843,8.302399,7.227997,11.576706
7.7056623,-0.76474875,-0.6069034,2.029602,1.072464,-0.6458435
7.483691,-1.9732628,8.127764,-5.897812,0.05671692,9.808411
3.9877033,-9.302807,1.2547519,5.358032,-13.110992,2.4026184
1.9140155,9.400326,-1.6363766,3.5323029,6.760208,7.2145844
1.650022,7.4819503,9.243772,12.066299,-0.72932434,-0.32759094
5.5954285,9.802071,4.9657316,13.826218,2.983139,10.489166
1.6603941,6.116511,5.2716255,-3.5504608,-4.007492,13.275604
8.160866,-0.92761,8.164374,2.571579,4.277649,-0.8348694
0.5541196,7.4055676,8.3737755,2.2186432,-0.21128845,5.058655
4.299457,6.7325053,6.5865273,4.5899353,1.4337769,-2.6653748
3.1164834,7.933203,-1.7959046,-0.038986206,-0.39193726,-2.2825317
3.6437993,4.2438188,5.584511,15.64357,3.558609,-8.451218
0.37688437,1.9375994,-3.475503,-0.09642029,-3.8519592,-0.2593994
2.1166124,7.2899146,5.7455993,-3.5660095,-3.8328247,10.629135
3.987034,-3.6414347,2.1161187,11.283844,1.6407623,-8.733582
8.37829,8.888092,7.1077867,5.8198395,3.086029,0.84368896
-4.3519306,-0.7435977,9.128032,-2.1183472,-9.891449,9.691162
1.4977779,9.066177,6.4190807,-0.034194946,6.6250153,23.715485
1.2757195,1.3180321,3.3947573,1.535492,-2.0202637,0.7587433
0.81472105,9.025818,2.41598,23.81865,1.4182281,-2.3052673
1.433972,1.9001005,8.237512,3.1817474,3.6100464,7.05188
-1.2456548,7.977769,6.8606644,0.87028503,3.5610046,9.000824
8.631738,-0.17463103,-4.2023716,14.644577,2.8335876,5.162735
6.245833,7.078226,1.6532719,3.8266144,-1.6385956,-1.8051605
7.074961,-6.1881003,6.8847904,5.0972137,1.6395569,-6.0871124
5.220292,6.5636115,0.6350974,1.1705933,-5.037613,-2.2968903
7.4672685,7.4378357,7.016254,12.812866,3.8194275,-2.1748505
-6.7016525,-2.2359474,-3.128194,-1.5560303,-3.538498,12.398636
9.546281,-2.9063294,8.602038,2.8288116,-2.3121796,-2.703659
6.3727455,9.562521,1.1090143,9.899597,-8.795532,3.703125
3.3333182,6.976994,6.5503325,3.2475586,3.8397675,2.9170685
6.6757345,6.209885,1.5846916,7.811859,0.9947052,13.746994
7.378608,3.4929452,6.6991806,6.0986023,0.71832275,6.439316
3.8077583,8.394547,9.613769,6.2230377,4.3326874,13.724258
1.8980314,7.364501,6.4986095,1.9458618,2.7749634,13.583084
1.5528889,4.2703815,8.704133,0.79252625,3.5334778,7.2612457
1.2995018,4.7982764,8.705413,-0.63479614,4.54924,11.486969
0.7447538,4.2751393,8.781624,1.2722778,2.8479462,11.022766
